gene.x,gene.y,weight.AF_confidence
RAI14,SPECC1,0.264
RAI14,SPECC1L,0.264
RAI14,SPTAN1,0.268
RBM12,SCAF1,0.258
RBM15,RNGTT,0.276
RBM15,ZMYM2,0.27
RBM15B,STAG2,0.308
RBM6,RIOK2,0.274
RDH13,RHOT2,0.32
REEP5,TNPO1,0.346
RFC1,RNH1,0.29
RFC4,RNH1,0.334
RFX1,UBN2,0.272
RHOG,SND1,0.312
RHOG,SPECC1,0.262
RNF169,TNRC6B,0.26
RNF20,VIRMA,0.31
RNF216,USP54,0.272
RNF40,VIRMA,0.31
RNF41,TMEM177,0.308
RNPC3,SNRNP200,0.336
RO60,TIMM8A,0.36
RPRD2,STIM1,0.26
RPRD2,VARS2,0.306
RPRD2,WARS2,0.27
RTN3,TAOK1,0.29
SAAL1,VAPA,0.334
SAMD1,UBN2,0.262
SAMD1,XRCC5,0.286
SAP30,TBL1X,0.314
SARS2,VAMP3,0.36
SART3,XRN1,0.308
SBF1,WDR11,0.308
SBF1,WDR6,0.302
SCAF1,SMN2,0.256
SCRIB,SLTM,0.276
SENP3,SIN3A,0.28
SGF29,TTF2,0.298
SH3BGRL2,SVIL,0.28
SIN3A,TBL1X,0.282
SIRT1,TIMM10,0.3
SIRT5,TIMM10,0.35
SIRT5,TIMM8A,0.35
SLC30A9,YME1L1,0.282
SLC39A10,TMLHE,0.286
SLC39A6,TRMT61B,0.278
SMC1A,TTLL12,0.298
SNRNP70,YWHAG,0.294
SNRPA,WDR33,0.278
SPECC1,SPTAN1,0.268
SPECC1,TJP1,0.274
SPECC1L,SPTAN1,0.266
SPECC1L,TBL1XR1,0.278
SPTBN1,TFCP2,0.268
SPTBN1,TMOD1,0.264
SRPRA,YME1L1,0.288
STAG2,TBL1XR1,0.316
STIP1,TMX3,0.292
STUB1,TCF25,0.306
SUPT6H,TEX10,0.308
TARS2,TMEM177,0.324
TARS2,ZC3H7A,0.3
TBC1D15,XPO5,0.328
TBL1X,XRCC1,0.29
TBL1XR1,XRCC1,0.292
TBL1XR1,YWHAG,0.314
TCAF1,USP7,0.316
TCF25,TSC1,0.28
TCF25,WDR61,0.312
TIMM44,USO1,0.308
TIMM8A,WDTC1,0.358
TJP1,TMOD2,0.276
TJP1,VARS1,0.3
TLN1,TSNAX,0.31
TMED1,TMEM177,0.322
TMEM177,USP9X,0.33
TMOD2,TWF1,0.284
TNPO1,TPM1,0.338
TNPO1,TWF1,0.33
TNPO1,UBAC2,0.328
TOP2A,WDR26,0.304
TOP2B,UBN1,0.296
TRAF3IP1,TRIM41,0.262
TRIM41,USP54,0.274
TRIM68,UBR2,0.346
TROAP,UBR5,0.306
TSNAX,WDR48,0.344
TTF2,ZYG11B,0.298
TWF1,VARS1,0.336
TYW3,ZC3H18,0.264
UBE2A,WIPF1,0.268
UBR1,XPO4,0.326
USP9X,XPNPEP3,0.322
VARS1,WDR1,0.326
VGLL4,XPNPEP3,0.332
VIRMA,WIPF2,0.322
VPS45,ZNF410,0.324
WDR1,XPO5,0.334
XPC,XRCC5,0.28
FOXP1,FOXP4,0.256
DYRK1A,RBL1,0.2864
ALDH3A2,ARID1B,0.268
AP2S1,ERMP1,0.358
ARID1B,DHRS7B,0.27
ARID1B,ECHS1,0.27
ARID1B,SS18,0.272
ARIH1,PAX5,0.288
ATAD3B,KIAA0232,0.258
BBX,SIN3A,0.274
BCL11A,CDK2AP1,0.244
CADM1,NRXN1,0.292
CAND1,SHANK3,0.286
CASK,TRAF7,0.276
CLTC,NCOA1,0.264
CLTC,NRXN1,0.276
CNNM3,TEK,0.28
CORO1A,TOM1,0.302
CPVL,PAX5,0.314
DARS2,UBR1,0.332
EHMT1,POGZ,0.264
ERP44,LRRC4C,0.296
EXD2,KCNMA1,0.296
FAM162A,KCNMA1,0.318
FANCD2,LDB1,0.326
FOXP2,UBN2,0.256
GFAP,PMPCA,0.306
GID8,SKI,0.268
GIGYF1,LSM4,0.242
GIGYF1,PRPF3,0.252
GIGYF1,RNPC3,0.252
GPS2,SETD5,0.256
GTSE1,PRR12,0.256
HDAC1,MKX,0.306
IFT81,TCF20,0.254
KCNQ3,NAA15,0.308
KLHL36,TAOK1,0.29
KLHL7,MYT1L,0.28
LEO1,PHF2,0.27
LRRC4C,SEL1L,0.298
MBD5,MYO6,0.294
MED14,MYT1L,0.284
MED17,PHF2,0.27
MOV10,SHANK3,0.284
MYT1L,TOP2B,0.294
NEFM,TCF4,0.248
NRXN1,NRXN2,0.276
NRXN1,PALM2AKAP2,0.306
NRXN1,PRKAR2A,0.306
NUP155,TCAIM,0.312
NUP37,SPAST,0.284
POGZ,WIZ,0.266
POGZ,ZNF644,0.266
PTEN,SNX27,0.288
RFX3,UBAP2L,0.268
SETD5,SPECC1L,0.254
SP3,TCF7L2,0.25
SPAST,TNPO1,0.312
SPTAN1,TCF4,0.262
SPTBN1,TCF4,0.262
TCF20,TRIM41,0.254
TCF4,TOP2B,0.304
TCF7L2,TRMT10C,0.266
TCF7L2,UBN2,0.254
AAGAB,RAB18,0.288
AARS1,SUPT6H,0.298
ABLIM1,CKAP5,0.264
ABLIM1,MYH14,0.282
ABLIM1,MYO18A,0.298
ABLIM1,MYO1D,0.288
ABLIM1,NUMA1,0.256
ABLIM1,SPTAN1,0.258
ABLIM1,SPTBN2,0.258
ABLIM1,TJP1,0.266
ACAA1,PRDX4,0.324
ACAD11,HSD17B4,0.278
ACAD11,MED12,0.29
ACAD11,PKP4,0.272
ACAD11,RBM15,0.274
ACAD11,TOP2A,0.29
ACADM,FH,0.314
ACADM,NAA10,0.326
ACADSB,FECH,0.302
ACADSB,STMN1,0.34
ACBD3,ARL10,0.266
ACBD3,NAP1L4,0.28
ACTN1,MCM10,0.276
ACTN1,MYH9,0.28
ACTN4,LIMA1,0.286
ACTN4,MCM10,0.28
ACTN4,MYH14,0.28
ACTN4,P4HB,0.292
ACTN4,RAI14,0.28
ADD3,MYH14,0.284
ADD3,MYH9,0.284
ADD3,MYO18A,0.298
ADD3,POC1A,0.276
ADD3,PPP1R9A,0.26
ADD3,SPTAN1,0.262
ADD3,VARS1,0.314
ADGRL2,CLCC1,0.27
ADGRL2,MICU1,0.268
ADGRL2,MRPL45,0.272
ADGRL2,NDUFS2,0.27
ADGRL2,NIPSNAP2,0.27
ADGRL2,NSUN4,0.268
ADGRL2,OPA1,0.266
ADGRL2,PPIC,0.27
ADGRL2,TFB2M,0.268
ADSL,USP9X,0.314
AFDN,ANP32B,0.27
AFDN,ANXA6,0.266
AFDN,CALR,0.268
AFDN,CDH2,0.268
AFDN,GSN,0.268
AFDN,HSD17B4,0.268
AFDN,MYO1C,0.276
AFDN,MYO1D,0.276
AFDN,MYO1E,0.278
AFDN,SPECC1,0.268
AFDN,SPECC1L,0.268
AFDN,WDR1,0.28
AFG3L2,DOCK7,0.31
AFG3L2,NADK2,0.278
AFG3L2,NUDT6,0.282
AGO2,PAF1,0.322
AGO2,POLR2A,0.312
AGO2,PRPF31,0.324
AGO2,SNRNP70,0.33
AGO2,SPIN1,0.34
AGPS,COLGALT1,0.3
AGPS,FANCI,0.324
AGPS,MRPL55,0.35
AGPS,VAMP3,0.354
AHCYL1,HYOU1,0.308
AHCYL1,NAP1L4,0.29
AKAP8,SBF1,0.29
AKAP8,SEC16A,0.264
AKR1B10,IMMT,0.278
AKR1B10,SCRIB,0.272
ALDH18A1,ECI2,0.29
ALDH18A1,EIF4ENIF1,0.274
ALDH18A1,RPRD2,0.268
ALDH3A2,OCIAD1,0.334
ALDH6A1,ZC3H7A,0.286
AMBRA1,GGA3,0.272
AMOTL1,CDC42BPA,0.282
AMPD2,GPS2,0.32
AMPD2,HDAC1,0.316
AMPD2,LIG3,0.294
ANAPC7,LMO4,0.338
ANAPC7,MMS19,0.308
ANKRD13B,BAX,0.308
ANKRD13B,TNPO1,0.302
ANP32B,DNAJC21,0.272
ANP32B,IWS1,0.256
ANP32B,MTREX,0.33
ANP32B,PAF1,0.274
ANP32B,PRPF8,0.314
ANP32B,TEX10,0.32
ANP32B,YTHDC2,0.312
ANP32E,CCNL1,0.286
ANP32E,PAF1,0.27
ANP32E,PELP1,0.296
ANP32E,YTHDC2,0.32
ANXA1,GCN1,0.294
ANXA1,LMNB2,0.284
ANXA6,MPRIP,0.272
ANXA6,MTREX,0.304
ANXA6,SPECC1L,0.268
AP1B1,AP2B1,0.284
AP1B1,CCDC32,0.306
AP1B1,ESYT2,0.284
AP1B1,HIP1,0.28
AP1B1,IRF2BP1,0.292
AP1B1,SBF1,0.286
AP1B1,TDRKH,0.29
AP1G1,VTI1B,0.31
AP1M1,PIK3C2A,0.318
AP2A1,ODF2,0.284
AP2A1,PIK3C2A,0.304
AP2A1,RAE1,0.294
AP2A1,REPS1,0.282
AP2A2,CASK,0.28
AP2A2,GAK,0.274
AP2A2,IGF2R,0.288
AP2A2,MMS19,0.294
AP2A2,SLC25A13,0.29
AP2B1,CCDC32,0.308
AP2B1,EPS15L1,0.284
AP2B1,FOXK1,0.288
AP2B1,IRF2BP1,0.292
AP2B1,SBF1,0.288
AP2B1,SDF4,0.298
AP2B1,TRAF3,0.292
AP2M1,ERMP1,0.332
AP2M1,MTMR1,0.314
AP2M1,P3H1,0.298
AP2S1,IRF2BPL,0.258
AP3D1,MTREX,0.29
AP3D1,SENP3,0.282
ARFIP2,ECPAS,0.3
ARHGEF1,NARS2,0.284
ARHGEF1,OPA1,0.278
ARHGEF1,PARL,0.272
ARHGEF1,RCC1L,0.284
ARHGEF1,RPRD2,0.264
ARHGEF1,TMLHE,0.276
ARID4B,SAP130,0.254
ARIH1,POLB,0.29
ARL10,NAA15,0.344
ARMH3,XPO1,0.312
ASPH,CLPB,0.28
ASPH,ERCC3,0.29
ATAD3B,CKAP5,0.264
ATAD3B,DNAJC16,0.276
ATAD3B,FLNB,0.26
ATAD3B,KIF7,0.28
ATAD3B,MYO18A,0.3
ATAD3B,MYO1C,0.292
ATAD3B,NUP98,0.28
ATAD3B,RBM27,0.26
ATAD3B,SLC30A9,0.278
ATAD3B,TRAF3,0.27
ATE1,P4HB,0.29
ATF7,LMNA,0.25
ATF7,RADX,0.316
ATF7,RAE1,0.298
ATIC,ITPR2,0.298
ATIC,ITPR3,0.298
ATIC,MYO1E,0.292
ATIC,SPTAN1,0.276
ATIC,SPTBN2,0.276
ATP6V1H,XPO7,0.33
ATXN2,MRPL4,0.254
ATXN2,MRPL55,0.244
ATXN2,PRDX4,0.254
ATXN2,TRMT61B,0.262
ATXN2,WARS2,0.264
B3GALT6,KIF7,0.284
BAG5,CHD4,0.284
BAG5,HIRA,0.278
BAG5,PPM1B,0.292
BAG6,YME1L1,0.268
BAIAP2,POLD1,0.326
BAIAP2,SGPL1,0.304
BAIAP2,TMEM177,0.28
BAP1,MIB1,0.27
BBX,BRMS1L,0.244
BCKDK,DNAJC16,0.286
BCKDK,ELP1,0.318
BCKDK,POLD1,0.338
BCKDK,POMGNT2,0.32
BCKDK,WDR6,0.334
BCR,BIRC2,0.272
BCR,RAD54L2,0.282
BCR,YTHDC2,0.29
BCR,ZC3H18,0.268
BEND3,CLPX,0.274
BEND3,ERCC3,0.294
BEND3,FBXO45,0.27
BEND3,HIRA,0.272
BEND3,LIG3,0.278
BEND3,PARP2,0.284
BEND3,UBN1,0.25
BEND3,UBN2,0.25
BEND3,XRCC5,0.282
BIRC2,DCAF1,0.308
BIRC2,DCP1A,0.26
BIRC2,PARD3,0.25
BIRC2,RAD54L2,0.29
BMP2K,MIB1,0.264
BMS1,NXF1,0.282
BTRC,FAM91A1,0.308
BTRC,IQSEC1,0.274
BTRC,RNGTT,0.286
CABIN1,CPVL,0.282
CABIN1,PNKP,0.284
CACNA2D1,CDC42BPA,0.294
CACNA2D1,MYH10,0.292
CACNA2D1,MYH14,0.292
CACNA2D1,MYO5A,0.292
CACNA2D1,PYGL,0.31
CACNA2D1,TWF1,0.336
CACTIN,FAM117A,0.258
CADM1,DOCK7,0.316
CADM1,HINT1,0.3
CADM1,KIAA1671,0.256
CADM1,MYH9,0.288
CADM1,MYO18A,0.306
CADM1,NRXN2,0.29
CADM1,PPP1R12A,0.262
CADM1,SVIL,0.27
CALR,GCN1,0.292
CALR,MYO18A,0.304
CALR,SH3BGRL2,0.33
CALU,EVI5L,0.276
CALU,FANCI,0.338
CALU,FARP2,0.29
CALU,LSM1,0.312
CALU,NAP1L4,0.292
CALU,PRKCI,0.292
CALU,TROAP,0.268
CALU,TTC37,0.316
CALU,WRNIP1,0.268
CAMK2D,LEMD2,0.278
CAMK2D,MED1,0.27
CAMK2G,MED1,0.27
CAMSAP3,CLTC,0.264
CAND1,CDC73,0.322
CAND1,IDE,0.302
CAND1,IQGAP1,0.286
CAND1,MAP7D3,0.302
CAND1,MPHOSPH10,0.314
CAND1,MTREX,0.298
CAND1,RBM15,0.3
CAND1,RRP9,0.316
CAND1,SMARCA4,0.288
CAND1,SNX9,0.312
CAND1,SPECC1L,0.298
CAND1,TIAL1,0.326
CAND1,WDR48,0.31
CAND1,YTHDC2,0.286
CAP1,SMARCC1,0.26
CARM1,NCBP2,0.304
CASK,CLPB,0.272
CASK,RBM15,0.27
CASK,WDR6,0.314
CAVIN1,CDC42BPA,0.29
CAVIN1,CTNNA1,0.306
CAVIN1,FLNA,0.264
CAVIN1,FLNB,0.262
CAVIN1,GCN1,0.298
CAVIN1,MPRIP,0.246
CAVIN1,PPP1R12A,0.258
CAVIN1,TJP1,0.268
CBLL1,POLR2A,0.32
CCAR2,POLR2A,0.31
CCAR2,PRPF6,0.282
CCAR2,SNRNP200,0.318
CCDC32,TMEM177,0.324
CCDC51,NME6,0.272
CCDC51,STMN1,0.27
CCDC88A,RAP1GAP,0.264
CCDC8,CNOT1,0.274
CCDC8,CNOT11,0.26
CCDC8,MRE11,0.286
CCDC8,RB1,0.304
CCDC8,RBL1,0.3
CCDC8,USP54,0.266
CCDC8,WDR61,0.288
CCNL2,CTR9,0.29
CCNL2,DHX30,0.31
CCNL2,PAF1,0.276
CCNL2,PELP1,0.288
CDC42BPA,DLG1,0.276
CDC42BPA,DNAJC16,0.278
CDC42BPA,FHL2,0.282
CDC42BPA,FYN,0.278
CDC42BPA,GSN,0.276
CDC42BPA,ITPRID2,0.276
CDC42BPA,LIMA1,0.282
CDC42BPA,MYO1D,0.276
CDC42BPA,MYO6,0.284
CDC42BPA,NDE1,0.28
CDC42BPA,PALS1,0.278
CDC42BPA,RABL3,0.28
CDC42BPA,RAI14,0.274
CDC42BPA,RER1,0.286
CDC42BPB,DNAJB1,0.28
CDC42BPB,LRCH2,0.278
CDC42BPB,NEXN,0.282
CDC42BPB,PALM2AKAP2,0.286
CDC42BPB,PALS1,0.278
CDC42BPB,SH3BGRL2,0.284
CDC42BPB,SND1,0.274
CDC42BPB,SPECC1L,0.276
CDC42BPB,SUPT16H,0.272
CDC73,CHD1,0.284
CDC73,GTF2H5,0.272
CDC73,MYH9,0.286
CDC73,NFXL1,0.264
CDC73,SNX17,0.294
CDC73,TBL1X,0.286
CDC73,ZC3H7A,0.264
CDH2,MYH10,0.282
CDH2,MYH9,0.282
CDH2,PYGL,0.31
CDH2,SPTBN2,0.26
CDK5RAP1,NDUFAF3,0.33
CDK5RAP1,STIM1,0.292
CDK5RAP1,ZC3H7A,0.286
CDKN2AIP,TIMM8A,0.264
CEP120,IRF2BP1,0.254
CEP120,TRAF3IP1,0.254
CEP131,MYH10,0.28
CEP131,PCM1,0.252
CEP131,SPTBN1,0.26
CEP131,YTHDC2,0.292
CEP164,CLTC,0.266
CEP164,MYH14,0.278
CEP164,MYH9,0.278
CEP164,PAF1,0.252
CEP164,SPECC1L,0.25
CEP170,COQ8B,0.268
CEP170,LAP3,0.274
CEP170,LIMA1,0.252
CEP170,LONP1,0.268
CEP170,MPRIP,0.252
CEP170,MRPL50,0.246
CEP170,MYO1B,0.278
CEP170,PAWR,0.246
CEP170,RPRD2,0.254
CEP170,SNX9,0.264
CEP170,STMN1,0.244
CEP170,ZC3H7A,0.26
CERS2,IMMT,0.276
CFAP97,TLN1,0.302
CGN,CLTC,0.264
CGN,CORO1C,0.272
CGN,LMO7,0.256
CGN,MPRIP,0.25
CGN,MYH9,0.28
CGN,SPTBN1,0.258
CGN,SPTBN2,0.26
CGN,SVIL,0.268
CHAF1B,MCM10,0.28
CHAMP1,EHMT1,0.262
CHD1,GTF2H1,0.284
CHD1,GTF2H4,0.284
CHD1,RBM15,0.28
CHD1,SMC3,0.276
CHD4,GPS2,0.29
CHD4,ID1,0.292
CHD4,RFC4,0.286
CHD4,STUB1,0.286
CIP2A,COQ8A,0.288
CIP2A,DOCK7,0.302
CIP2A,IPO7,0.298
CIP2A,MON2,0.292
CIP2A,MRPS9,0.298
CIP2A,P3H1,0.288
CIP2A,PDSS2,0.298
CIP2A,TRIM33,0.28
CKAP2,IRAK1,0.272
CKAP2,NUP35,0.25
CKAP5,DNAJC21,0.264
CKAP5,LIMA1,0.264
CKAP5,MYO1D,0.278
CKAP5,TPM1,0.266
CLCC1,PDSS1,0.284
CLCC1,VAMP3,0.256
CLCC1,VARS2,0.326
CLPB,MICU2,0.278
CLPB,MRPL3,0.29
CLPB,NSUN4,0.284
CLPB,TNPO2,0.302
CLTB,IGF2R,0.308
CLTB,ZMYM4,0.264
CLTC,CORO1C,0.268
CLTC,CUX1,0.266
CLTC,DAPK1,0.284
CLTC,FLII,0.272
CLTC,MTREX,0.286
CLTC,OLA1,0.27
CLTC,PLEKHG3,0.264
CLTC,PRPF6,0.268
CLTC,SPECC1,0.266
CLTC,SPECC1L,0.266
CLTC,TTF2,0.272
CLTC,XPO5,0.3
CLTC,XRCC1,0.266
CLUAP1,IFT172,0.278
CLUAP1,LEMD2,0.264
CLUH,PMPCA,0.33
CNOT10,COA7,0.324
CNOT1,OBI1,0.274
CNOT1,SLC30A9,0.274
CNOT9,ELP1,0.324
CNP,RAB18,0.33
CNP,SRPRA,0.292
COA7,FAM91A1,0.332
COL18A1,NUP133,0.27
COLGALT1,NCBP1,0.318
COLGALT1,OCRL,0.292
COLGALT1,PPIC,0.332
COLGALT1,PPP2R5D,0.304
COLGALT1,STMN1,0.346
COLGALT1,UPF1,0.292
COP1,WDR11,0.33
COPS2,HERC5,0.328
COPS2,YTHDC2,0.316
COPS4,KPNA5,0.306
COPS4,SIN3A,0.276
COQ10B,FASTKD2,0.318
COQ10B,MRPL17,0.294
COQ10B,VARS2,0.348
COQ8A,NUDT6,0.288
COQ8A,RPRD2,0.268
COQ8A,VARS2,0.324
COQ8B,RCC1L,0.296
CORO1B,MYH10,0.284
CORO1B,VARS1,0.32
CPSF1,LSM6,0.366
CPSF1,PLBD2,0.336
CPSF1,PRPF31,0.342
CPSF1,SMN2,0.35
CPSF2,P3H1,0.29
CPSF2,PDCD7,0.296
CPSF2,PKP4,0.276
CPSF3,DDX23,0.282
CPSF4,POLR2A,0.328
CPSF4,SCAF1,0.244
CRTAP,GEMIN5,0.302
CRTAP,RB1,0.308
CRTAP,RO60,0.312
CRTAP,TFAP4,0.304
CRTC3,IRAK1,0.272
CRTC3,TNRC6B,0.252
CSNK2A2,HDAC3,0.306
CSNK2A2,LEO1,0.282
CSNK2A2,RAD21,0.286
CSNK2A2,SENP3,0.288
CSNK2A2,SIN3A,0.28
CTBP1,RNF169,0.276
CTBP1,YTHDC2,0.314
CTBP2,OTUD4,0.266
CTNNA1,EPB41L2,0.28
CTNNA1,MYO6,0.302
CTNNA1,VARS1,0.308
CTNNA1,XPO5,0.314
CTNNB1,DOCK7,0.306
CTNNB1,LOC100421372,0.308
CTNNB1,OLA1,0.3
CTNNB1,RAI14,0.284
CTR9,EXOSC2,0.302
CTR9,HDGFL2,0.29
CTR9,INTS14,0.286
CTSA,NCOA1,0.274
CUL2,PKP4,0.284
CUL2,PRRC2A,0.278
CUX1,LIG3,0.272
CUX1,MED24,0.294
CUX1,TOP2A,0.286
CUX1,TOP2B,0.286
CUX1,TRMT10C,0.254
CUX1,TTF2,0.274
CYB5R3,LMO7,0.26
CYB5R3,MYH10,0.288
DAPK1,FLII,0.284
DAPK1,HSD17B4,0.298
DAPK1,MPRIP,0.294
DAPK1,NDE1,0.316
DAPK1,NOL10,0.3
DAPK1,NRXN2,0.282
DAPK1,PGD,0.304
DAPK1,PKP2,0.296
DAPK1,PRKAR2A,0.308
DAPK1,SH3BGRL2,0.316
DAPK1,TMOD2,0.31
DAPK1,TOM1,0.308
DARS2,IQSEC1,0.294
DARS2,MTMR1,0.308
DARS2,OCLN,0.316
DARS2,ODF2,0.298
DARS2,PKP4,0.288
DARS2,STIM1,0.306
DARS2,STMN1,0.352
DBN1,GNAI1,0.284
DBN1,MYO1E,0.3
DBN1,NUMA1,0.254
DBN1,OGDH,0.32
DBN1,P4HB,0.282
DBN1,PRRC2A,0.252
DBN1,SVIL,0.27
DCAF11,TRABD,0.312
DCAF1,FAM53C,0.318
DCAF7,MRE11,0.298
DCAF7,P3H1,0.294
DCAF7,RBL1,0.294
DCAF7,YWHAG,0.322
DCP1A,FAM117A,0.256
DCP1A,FAM117B,0.252
DCP1A,FAM53B,0.26
DCP1A,FARP2,0.282
DCP1A,LZTS2,0.248
DCP1A,OTUD4,0.262
DCP1A,PATL1,0.268
DCP2,DHX30,0.316
DCP2,TROAP,0.26
DDB1,FNTB,0.328
DDB1,PRKCI,0.318
DDI2,MCM3AP,0.268
DDX20,MCM3AP,0.266
DDX20,NCBP1,0.308
DDX20,PDCD7,0.28
DDX20,PMPCB,0.288
DDX20,SCAF4,0.272
DDX23,SART1,0.276
DDX23,TNRC6B,0.268
DDX51,PRPF6,0.282
DHX30,EIF3I,0.32
DHX30,KPNA1,0.312
DHX30,MTREX,0.294
DHX30,PJA1,0.306
DHX30,TSNAX,0.324
DHX30,XRN1,0.294
DHX57,EXOSC2,0.308
DHX57,YTHDC2,0.29
DLG1,EPB41L2,0.268
DLG1,LIMA1,0.264
DLG1,MYO1E,0.29
DLG1,SPECC1L,0.26
DNAJB1,LMO7,0.252
DNAJB1,MYO18A,0.308
DNAJB1,PRPF8,0.314
DNAJC16,MCAT,0.286
DNAJC16,PAXIP1,0.272
DNAJC16,RNF40,0.27
DNAJC21,DOCK7,0.318
DNAJC21,FLNB,0.262
DNAJC21,PRKAR2A,0.268
DNAJC21,SPTBN1,0.26
DNM2,TCF20,0.26
DNTTIP1,NCOA2,0.254
DNTTIP1,NRIP1,0.246
DOCK6,GLCCI1,0.322
DOCK6,OTUD4,0.304
DOCK6,PAIP2,0.34
DOCK6,PATL1,0.31
DOCK6,RB1,0.304
DOCK6,SKIV2L,0.296
DOCK7,DSG2,0.298
DOCK7,EXOC1,0.308
DOCK7,IRAK1,0.306
DOCK7,LONP1,0.302
DOCK7,MRPL45,0.318
DOCK7,MYO1C,0.296
DOCK7,MYO1D,0.3
DOCK7,NEFM,0.31
DOCK7,NIPSNAP2,0.322
DOCK7,NUDT6,0.322
DOCK7,OPA1,0.3
DOCK7,OTUD4,0.3
DOCK7,PALS1,0.308
DOCK7,PATL1,0.308
DOCK7,PDSS2,0.314
DOCK7,PFKP,0.3
DOCK7,PKP2,0.302
DOCK7,RAI14,0.306
DOCK7,RB1,0.3
DOCK7,SKIV2L,0.294
DOCK7,SLC39A10,0.312
DOCK7,SMPD4,0.306
DOCK7,SND1,0.306
DOCK7,VARS2,0.296
DPH6,TIMM10,0.344
DSC3,XPO5,0.314
DSG2,MYO18A,0.292
DSG2,MYO1C,0.282
DSG2,SIPA1L3,0.28
DYRK1A,LIG3,0.274
DYRK1A,SLC30A9,0.274
DYRK1A,WDR26,0.278
DYRK1A,XPOT,0.312
ECD,GOLPH3,0.304
ECH1,EIF4ENIF1,0.264
ECHS1,NKTR,0.26
ECPAS,RAP1GAP,0.292
ECPAS,XPO5,0.294
ECPAS,XPO7,0.286
EDC3,TTC37,0.314
EDC4,PJA1,0.272
EDC4,TRAF2,0.276
EDC4,TRIM41,0.276
EEFSEC,TBL1XR1,0.298
EFTUD2,KEAP1,0.314
EFTUD2,PLBD2,0.316
EHMT1,HDGFL2,0.264
EHMT2,HDGFL2,0.264
EIF2B4,NUP98,0.278
EIF2B4,XPO5,0.332
EIF3A,TJP1,0.268
EIF3G,KPNA2,0.316
EIF3G,NCBP1,0.346
EIF3G,OBSL1,0.266
EIF3G,SCAF4,0.252
EIF3G,SLC27A2,0.322
EIF3G,SMC3,0.276
EIF3G,SUPT16H,0.286
EIF3G,USP39,0.312
EIF4ENIF1,IDH3A,0.272
EIF4ENIF1,IMMT,0.254
EIF4ENIF1,KIAA1671,0.25
EIF4ENIF1,MIDEAS,0.254
EIF4ENIF1,NCOA1,0.254
EIF4ENIF1,NCOA3,0.254
EIF4ENIF1,NIPSNAP2,0.26
EIF4ENIF1,NUP133,0.278
EIF4ENIF1,OCRL,0.266
EIF4ENIF1,ZYX,0.25
ELAVL2,NCBP1,0.34
ELAVL2,P3H1,0.294
ELF1,XPNPEP3,0.296
ELP1,FHL3,0.326
ELP1,OBI1,0.306
ELP1,RAE1,0.322
ELP1,STK3,0.316
ELP1,TCAF1,0.3
ELP1,USP7,0.3
EPB41L2,LSR,0.258
EPB41L2,MYO1E,0.288
EPB41L2,PGD,0.284
EPB41L2,TWF1,0.274
EPS15,TDRKH,0.268
EPS15L1,TMEM177,0.268
ERCC3,IWS1,0.294
ERCC3,KIF7,0.282
ERCC3,MTMR1,0.296
ERLEC1,IPO9,0.32
ERLEC1,TNPO2,0.314
ERMP1,PPM1B,0.328
ERP44,IPO9,0.326
ERP44,XPO4,0.338
ESYT2,GPX8,0.282
EVI5L,YTHDC2,0.304
FAM117B,TSC1,0.27
FAM162A,JPH1,0.296
FAM162A,TIMM21,0.27
FAM53B,RBL1,0.308
FAM53B,UBR5,0.306
FAM53B,XRN1,0.312
FAM53B,YTHDC2,0.316
FAM53C,PATL1,0.272
FAM53C,ZC3H4,0.246
FANCI,RABGGTB,0.34
FARP2,RAD54L2,0.282
FARP2,YTHDC2,0.294
FARP2,YWHAH,0.29
FARS2,MRPL55,0.336
FARS2,MTX2,0.312
FARS2,PISD,0.298
FARS2,STMN1,0.334
FASTKD2,MRPL45,0.312
FASTKD2,MTX2,0.312
FASTKD2,SARS2,0.296
FASTKD2,USO1,0.292
FASTKD2,YME1L1,0.286
FBXO3,PARP2,0.296
FBXO45,SIN3A,0.278
FBXW11,RAE1,0.298
FECH,MRPL17,0.328
FECH,STMN1,0.332
FECH,ZYX,0.29
FHL3,MYH14,0.288
FHL3,MYH9,0.29
FHL3,POLD1,0.346
FLII,GABARAP,0.296
FLII,SND1,0.278
FLII,SUPT16H,0.274
FLII,TPM1,0.296
FLNA,FLOT1,0.264
FLNA,LRRFIP2,0.264
FLNA,LSR,0.266
FLNA,PAWR,0.264
FLNB,FLOT1,0.26
FLNB,FLOT2,0.26
FLNB,IMMT,0.262
FLNB,LMNA,0.264
FLNB,LMNB2,0.262
FLNB,LRRFIP2,0.262
FLNB,LSR,0.262
FLOT1,GCN1,0.296
FLOT1,SCRIB,0.27
FLOT1,SVIL,0.27
FLOT1,XPO5,0.336
FLOT2,IQGAP1,0.276
FLOT2,P4HB,0.29
FLOT2,PDCD11,0.27
FMNL2,MYO1E,0.286
FMNL2,NRXN2,0.282
FMNL2,TJP1,0.264
FMNL2,VARS1,0.304
FNTA,PJA1,0.282
FNTA,TROAP,0.276
FNTB,LRCH1,0.29
FOXK1,HBP1,0.252
FOXP1,UBN2,0.25
FOXP4,HIRA,0.272
FTH1,NCOA1,0.252
FTH1,NCOA3,0.252
FUCA2,METTL15,0.312
FUCA2,WARS2,0.324
FYN,PPP1R12A,0.27
GABARAPL2,MYO5B,0.316
GAK,HIP1,0.264
GAK,REPS1,0.266
